Internal drug ID,Drug type,Phase,Gene,DOE,Mechanism,Supporting sources
3180,Small molecule,4.0,CHRNA10,Positive modulator,Agonist,['DrugBank']
3187,Protein,4.0,MC4R,Negative modulator,Inhibitor,['DrugBank']
3189,Small molecule,3.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
3189,Small molecule,3.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
3190,Small molecule,4.0,EPAS1,Other,Stabiliser,['DrugBank']
3190,Small molecule,4.0,HIF1A,Other,Stabiliser,['DrugBank']
3199,Small molecule,3.0,CACNB1,Positive modulator,Agonist,['DrugBank']
3200,Small molecule,2.0,CACNA1G,Negative modulator,Antagonist,['DrugBank']
3200,Small molecule,2.0,CACNA1H,Negative modulator,Antagonist,['DrugBank']
3202,Small molecule,4.0,SLC10A1,Negative modulator,Inhibitor,['DrugBank']
3207,Small molecule,4.0,DDR1,Negative modulator,Inhibitor,['DrugBank']
3207,Small molecule,4.0,FGFR1,Negative modulator,Inhibitor,['DrugBank']
3207,Small molecule,4.0,FGFR2,Negative modulator,Inhibitor,['DrugBank']
3207,Small molecule,4.0,FLT3,Negative modulator,Inhibitor,['DrugBank']
3207,Small molecule,4.0,JAK1,Negative modulator,Inhibitor,['DrugBank']
3207,Small molecule,4.0,JAK2,Negative modulator,Inhibitor,['DrugBank']
3207,Small molecule,4.0,KDR,Negative modulator,Inhibitor,['DrugBank']
3207,Small molecule,4.0,NTRK1,Negative modulator,Inhibitor,['DrugBank']
3207,Small molecule,4.0,NTRK3,Negative modulator,Inhibitor,['DrugBank']
3207,Small molecule,4.0,PDGFRB,Negative modulator,Inhibitor,['DrugBank']
3225,Small molecule,4.0,CACNA1H,Negative modulator,Inhibitor,['DrugBank']
3225,Small molecule,4.0,CACNA2D1,Negative modulator,Inhibitor,['DrugBank']
3225,Small molecule,4.0,CACNA2D2,Negative modulator,Inhibitor,['DrugBank']
3225,Small molecule,4.0,CACNB2,Negative modulator,Inhibitor,['DrugBank']
3225,Small molecule,4.0,KCNMA1,Negative modulator,Inhibitor,['DrugBank']
3227,Small molecule,4.0,CACNA1G,Negative modulator,Inhibitor,['DrugBank']
3227,Small molecule,4.0,CACNA1H,Negative modulator,Inhibitor,['DrugBank']
3227,Small molecule,4.0,CACNA1I,Negative modulator,Inhibitor,['DrugBank']
3228,Small molecule,4.0,CACNA1G,Negative modulator,Inhibitor,['DrugBank']
3228,Small molecule,4.0,CACNA1H,Negative modulator,Inhibitor,['DrugBank']
3228,Small molecule,4.0,CACNA1I,Negative modulator,Inhibitor,['DrugBank']
3228,Small molecule,4.0,CACNA2D1,Negative modulator,Inhibitor,['DrugBank']
3228,Small molecule,4.0,CACNA2D3,Negative modulator,Inhibitor,['DrugBank']
3228,Small molecule,4.0,CACNB2,Negative modulator,Inhibitor,['DrugBank']
3229,Small molecule,3.0,CACNA1B,Negative modulator,Antagonist,['DrugBank']
3236,Small molecule,4.0,PTGER1,Positive modulator,Agonist,['DrugBank']
3242,Small molecule,3.0,CHRNA2,Negative modulator,Inhibitor,['DrugBank']
3242,Small molecule,3.0,CHRNA3,Positive modulator,Agonist,['DrugBank']
3242,Small molecule,3.0,CHRNA6,Positive modulator,Agonist,['DrugBank']
3242,Small molecule,3.0,CHRNA7,Positive modulator,Agonist,['DrugBank']
3242,Small molecule,3.0,CHRNB4,Negative modulator,Inhibitor,['DrugBank']
3274,Small molecule,3.0,CRBN,Negative modulator,Inhibitor,['DrugBank']
3283,Small molecule,2.0,GCG,Positive modulator,Agonist,['DrugBank']
3292,Small molecule,2.0,FOLH1,Negative modulator,Inhibitor,['DrugBank']
3294,Protein,2.0,CAMLG,Other,Modulator,['DrugBank']
3330,Small molecule,2.0,NR3C1,Positive modulator,Agonist,['DrugBank']
3334,Small molecule,2.0,TXNRD1,Negative modulator,Inhibitor,['DrugBank']
3349,Small molecule,3.0,APP,Negative modulator,Antagonist,['DrugBank']
3351,Small molecule,3.0,ATP1A1,Negative modulator,Inhibitor,['DrugBank']
3389,Small molecule,4.0,GUCY2D,Other,Modulator,['DrugBank']
3415,Small molecule,4.0,DMD,Other,Modulator,['DrugBank']
3418,Small molecule,3.0,OPRD1,Positive modulator,Agonist,['DrugBank']
3418,Small molecule,3.0,OPRK1,Positive modulator,Agonist,['DrugBank']
3420,Small molecule,4.0,BCHE,Negative modulator,Inhibitor,['DrugBank']
3424,Small molecule,2.0,PPARA,Positive modulator,Agonist,['DrugBank']
3425,Small molecule,4.0,PPARG,Positive modulator,Agonist,['DrugBank']
3481,Small molecule,2.0,PAWR,Negative modulator,Antagonist,['DrugBank']
3485,Small molecule,2.0,LIPG,Other,Modulator,['DrugBank']
3490,Small molecule,3.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
3490,Small molecule,3.0,ADRA2A,Negative modulator,Antagonist,['DrugBank']
3490,Small molecule,3.0,HTR1A,Negative modulator,Antagonist,['DrugBank']
3490,Small molecule,3.0,SCN10A,Negative modulator,Inhibitor,['DrugBank']
3506,Small molecule,3.0,TP53,Positive modulator,Stimulator,['DrugBank']
3515,Small molecule,3.0,ABCB4,Other,Modulator,['DrugBank']
3516,Small molecule,4.0,PIK3CG,Negative modulator,Inhibitor,['DrugBank']
3524,Small molecule,2.0,INSR,Negative modulator,Inhibitor,['DrugBank']
3536,Small molecule,3.0,CCKBR,Negative modulator,Inhibitor,['DrugBank']
3548,Small molecule,4.0,HBA1,Positive modulator,Agonist,['DrugBank']
3548,Small molecule,4.0,HBB,Positive modulator,Agonist,['DrugBank']
3588,Small molecule,4.0,ADRB3,Positive modulator,Agonist,['DrugBank']
3600,Small molecule,3.0,KLK2,Negative modulator,Inhibitor,['DrugBank']
3600,Small molecule,3.0,KNG1,Negative modulator,Inhibitor,['DrugBank']
3619,Small molecule,3.0,RRM2,Other,Modulator,['DrugBank']
3633,Small molecule,2.0,TEK,Positive modulator,Activator,['DrugBank']
3636,Small molecule,3.0,SLC6A4,Other,Modulator,['DrugBank']
3655,Small molecule,3.0,DNPEP,Negative modulator,Inhibitor,['DrugBank']
3663,Small molecule,4.0,MTOR,Other,Modulator,['DrugBank']
3664,Small molecule,4.0,TSPO,Positive modulator,Agonist,['DrugBank']
3673,Peptide,4.0,CAMLG,Other,Binding agent,['DrugBank']
3673,Peptide,4.0,PPP3R1,Negative modulator,Inhibitor,['DrugBank']
3673,Peptide,4.0,PPP3R2,Negative modulator,Inhibitor,['DrugBank']
3687,Small molecule,2.0,NPR1,Positive modulator,Activator,['DrugBank']
3712,Protein,4.0,CACNA1A,Negative modulator,Inhibitor,['DrugBank']
3734,Small molecule,4.0,NR1I2,Positive modulator,Activator,['DrugBank']
3741,Small molecule,2.0,SOAT2,Other,Modulator,['DrugBank']
3749,Small molecule,3.0,REL,Negative modulator,Inhibitor,['DrugBank']
3749,Small molecule,3.0,RELB,Negative modulator,Inhibitor,['DrugBank']
3772,Small molecule,3.0,PGR,Negative modulator,Antagonist,['DrugBank']
3774,Small molecule,3.0,ERBB4,Negative modulator,Inhibitor,['DrugBank']
3777,Small molecule,2.0,HTR1A,Positive modulator,Agonist,['DrugBank']
3777,Small molecule,2.0,HTR1D,Positive modulator,Agonist,['DrugBank']
3778,Small molecule,3.0,SV2A,Negative modulator,Inhibitor,['DrugBank']
3782,Small molecule,2.0,MTOR,Other,Modulator,['DrugBank']
3787,Small molecule,4.0,CHRM2,Positive modulator,Agonist,['DrugBank']
3787,Small molecule,4.0,CHRM3,Positive modulator,Agonist,['DrugBank']
3787,Small molecule,4.0,CHRM5,Positive modulator,Agonist,['DrugBank']
3837,Small molecule,2.0,HTR1A,Negative modulator,Antagonist,['DrugBank']
3851,Small molecule,4.0,ADRB3,Other,Modulator,['DrugBank']
3858,Protein,3.0,MAPK8,Other,Modulator,['DrugBank']
3858,Protein,3.0,MAPK9,Other,Modulator,['DrugBank']
3866,Small molecule,4.0,CHRNA3,Positive modulator,Partial agonist,['DrugBank']
3866,Small molecule,4.0,CHRNA6,Positive modulator,Partial agonist,['DrugBank']
3866,Small molecule,4.0,CHRNA7,Positive modulator,Agonist,['DrugBank']
3868,Small molecule,3.0,PPT1,Other,Modulator,['DrugBank']
3872,Small molecule,4.0,IDH3A,Negative modulator,Inhibitor,['DrugBank']
3872,Small molecule,4.0,IDH3B,Negative modulator,Inhibitor,['DrugBank']
3872,Small molecule,4.0,IDH3G,Negative modulator,Inhibitor,['DrugBank']
3878,Small molecule,4.0,DRD1,Positive modulator,Agonist,['DrugBank']
3888,Small molecule,3.0,CBR1,Negative modulator,Inhibitor,['DrugBank']
3925,Small molecule,2.0,EGFR,Negative modulator,Inhibitor,['DrugBank']
3925,Small molecule,2.0,ERBB2,Negative modulator,Inhibitor,['DrugBank']
3934,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
3934,Small molecule,4.0,ADRA2A,Negative modulator,Antagonist,['DrugBank']
3934,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
3934,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
3934,Small molecule,4.0,CHRM3,Negative modulator,Antagonist,['DrugBank']
3934,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
3934,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
3934,Small molecule,4.0,HRH1,Negative modulator,Antagonist,['DrugBank']
3934,Small molecule,4.0,HTR1A,Negative modulator,Antagonist,['DrugBank']
3934,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['DrugBank']
3952,Small molecule,4.0,OPRD1,Positive modulator,Agonist,['DrugBank']
3952,Small molecule,4.0,OPRK1,Positive modulator,Agonist,['DrugBank']
3966,Small molecule,2.0,MMP1,Negative modulator,Inhibitor,['DrugBank']
3977,Small molecule,2.0,PDE5A,Negative modulator,Inhibitor,['DrugBank']
3983,Small molecule,4.0,CYP51A1,Negative modulator,Inhibitor,['DrugBank']
3993,Small molecule,2.0,IDO1,Negative modulator,Inhibitor,['DrugBank']
3996,Small molecule,3.0,FLNA,Negative modulator,Inhibitor,['DrugBank']
4012,Small molecule,2.0,MMP1,Negative modulator,Inhibitor,['DrugBank']
4013,Small molecule,4.0,KEAP1,Negative modulator,Inhibitor,['DrugBank']
4020,Small molecule,2.0,ADORA2A,Negative modulator,Antagonist,['DrugBank']
4025,Small molecule,2.0,UTRN,Positive modulator,Upregulator,['DrugBank']
4039,Small molecule,2.0,CES1,Negative modulator,Inhibitor,['DrugBank']
4049,Small molecule,3.0,KCNJ10,Negative modulator,Blocker,['DrugBank']
4049,Small molecule,3.0,PPARG,Positive modulator,Agonist,['DrugBank']
4086,Small molecule,3.0,APP,Negative modulator,Inhibitor,['DrugBank']
4090,Small molecule,4.0,CACNG1,Negative modulator,Inhibitor,['DrugBank']
4090,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['DrugBank']
4096,Small molecule,2.0,CHEK1,Negative modulator,Inhibitor,['DrugBank']
4114,Protein,4.0,CCKBR,Positive modulator,Agonist,['DrugBank']
4117,Small molecule,4.0,CELA1,Negative modulator,Inhibitor,['DrugBank']
4120,Small molecule,3.0,ABCB4,Negative modulator,Inhibitor,['DrugBank']
4123,Small molecule,4.0,ESR1,Other,Modulator,['DrugBank']
4127,Protein,4.0,OPRD1,Negative modulator,Inhibitor,['DrugBank']
4127,Protein,4.0,OPRM1,Negative modulator,Inhibitor,['DrugBank']
4139,Small molecule,3.0,CACNA1B,Negative modulator,Blocker,['DrugBank']
4139,Small molecule,3.0,GLRA1,Other,Binding agent,['DrugBank']
4144,Small molecule,4.0,CYP19A1,Negative modulator,Inhibitor,['DrugBank']
4150,Small molecule,2.0,GLS2,Other,Modulator,['DrugBank']
4158,Small molecule,4.0,F10,Negative modulator,Inhibitor,['DrugBank']
4158,Small molecule,4.0,SELP,Negative modulator,Inhibitor,['DrugBank']
4162,Small molecule,2.0,NTRK2,Negative modulator,Inhibitor,['DrugBank']
4162,Small molecule,2.0,NTRK3,Negative modulator,Inhibitor,['DrugBank']
4167,Protein,3.0,F10,Negative modulator,Inhibitor,['DrugBank']
4196,Protein,4.0,AVPR1A,Positive modulator,Agonist,['DrugBank']
4196,Protein,4.0,AVPR1B,Positive modulator,Agonist,['DrugBank']
4196,Protein,4.0,AVPR2,Positive modulator,Agonist,['DrugBank']
4205,Small molecule,4.0,ATIC,Negative modulator,Inhibitor,['DrugBank']
4219,Protein,4.0,ASGR2,Other,Binding agent,['DrugBank']
4219,Protein,4.0,CALR,Other,Stabiliser,['DrugBank']
4219,Protein,4.0,CANX,Other,Stabiliser,['DrugBank']
4219,Protein,4.0,F10,Positive modulator,Activator,['DrugBank']
4219,Protein,4.0,F9,Other,Cofactor,['DrugBank']
4219,Protein,4.0,HSPA5,Other,Stabiliser,['DrugBank']
4219,Protein,4.0,LMAN1,Other,Stabiliser,['DrugBank']
4219,Protein,4.0,LRP1,Other,Modulator,['DrugBank']
4219,Protein,4.0,MCFD2,Other,Modulator,['DrugBank']
4219,Protein,4.0,PHYH,Negative modulator,Antagonist,['DrugBank']
4219,Protein,4.0,VWF,Other,Binding agent,['DrugBank']
4232,Small molecule,4.0,MET,Negative modulator,Inhibitor,['DrugBank']
4250,Small molecule,4.0,CHRNA3,Negative modulator,Antagonist,['DrugBank']
4251,Small molecule,4.0,FGF1,Negative modulator,Inhibitor,['DrugBank']
4251,Small molecule,4.0,SH2B3,Negative modulator,Inhibitor,['DrugBank']
4252,Small molecule,4.0,ATP1A1,Negative modulator,Blocker,['DrugBank']
4252,Small molecule,4.0,SLC6A3,Negative modulator,Inhibitor,['DrugBank']
4254,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['DrugBank']
4255,Small molecule,4.0,SLC6A4,Negative modulator,Inhibitor,['DrugBank']
4256,Small molecule,4.0,CHRM1,Other,Binding agent,['DrugBank']
4256,Small molecule,4.0,GRIN1,Negative modulator,Antagonist,['DrugBank']
4256,Small molecule,4.0,GRIN2A,Negative modulator,Antagonist,['DrugBank']
4256,Small molecule,4.0,GRIN2B,Negative modulator,Antagonist,['DrugBank']
4256,Small molecule,4.0,GRIN2C,Negative modulator,Antagonist,['DrugBank']
4256,Small molecule,4.0,GRIN2D,Negative modulator,Antagonist,['DrugBank']
4256,Small molecule,4.0,OPRK1,Positive modulator,Agonist,['DrugBank']
4256,Small molecule,4.0,SLC6A2,Negative modulator,Inhibitor,['DrugBank']
4256,Small molecule,4.0,SLC6A3,Negative modulator,Inhibitor,['DrugBank']
4256,Small molecule,4.0,SLC6A4,Other,Binding agent,['DrugBank']
4257,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4257,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
4259,Small molecule,4.0,GRIN1,Negative modulator,Blocker,['DrugBank']
4259,Small molecule,4.0,KCNJ3,Negative modulator,Inhibitor,['DrugBank']
4259,Small molecule,4.0,OPRK1,Positive modulator,Partial agonist,['DrugBank']
4259,Small molecule,4.0,SLC6A4,Other,Binding agent,['DrugBank']
4260,Small molecule,4.0,ADRA2A,Negative modulator,Antagonist,['DrugBank']
4260,Small molecule,4.0,ADRB1,Other,Binding agent,['DrugBank']
4260,Small molecule,4.0,CHRM1,Other,Binding agent,['DrugBank']
4260,Small molecule,4.0,DRD1,Other,Binding agent,['DrugBank']
4260,Small molecule,4.0,HTR1A,Negative modulator,Antagonist,['DrugBank']
4260,Small molecule,4.0,HTR1D,Other,Binding agent,['DrugBank']
4260,Small molecule,4.0,HTR3A,Other,Binding agent,['DrugBank']
4260,Small molecule,4.0,SLC6A3,Negative modulator,Inhibitor,['DrugBank' 'GTP']
4260,Small molecule,4.0,SLC6A4,Negative modulator,Inhibitor,['DrugBank' 'GTP']
4261,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['DrugBank']
4261,Small molecule,4.0,KCNJ11,Negative modulator,Blocker,['DrugBank']
4262,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4262,Small molecule,4.0,CHRM5,Other,Binding agent,['DrugBank']
4267,Small molecule,4.0,AKT1,Negative modulator,Inhibitor,['DrugBank']
4268,Peptide,4.0,ANPEP,Negative modulator,Inhibitor,['DrugBank']
4269,Small molecule,4.0,TOP2B,Other,Modulator,['DrugBank']
4270,Small molecule,4.0,TSPO,Other,Modulator,['DrugBank']
4274,Small molecule,4.0,SLC52A2,Positive modulator,Agonist,['DrugBank']
4277,Small molecule,4.0,ADRB3,Positive modulator,Agonist,['DrugBank']
4279,Small molecule,4.0,ADRA2A,Other,Binding agent,['DrugBank']
4279,Small molecule,4.0,ADRA2B,Other,Binding agent,['DrugBank']
4279,Small molecule,4.0,KCNH2,Negative modulator,Inhibitor,['DrugBank']
4280,Small molecule,4.0,HTR1A,Positive modulator,Agonist,['DrugBank']
4280,Small molecule,4.0,HTR2A,Positive modulator,Agonist,['DrugBank']
4280,Small molecule,4.0,HTR2B,Positive modulator,Agonist,['DrugBank']
4280,Small molecule,4.0,SLC6A4,Other,Substrate,['DrugBank']
4282,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4282,Small molecule,4.0,CHRM5,Other,Binding agent,['DrugBank']
4285,Small molecule,4.0,ATP1A1,Negative modulator,Inhibitor,['DrugBank']
4285,Small molecule,4.0,CALM1,Other,Binding agent,['DrugBank']
4285,Small molecule,4.0,KCNH2,Negative modulator,Inhibitor,['DrugBank']
4285,Small molecule,4.0,KCNQ1,Negative modulator,Inhibitor,['DrugBank']
4285,Small molecule,4.0,PDE1A,Negative modulator,Inhibitor,['DrugBank']
4285,Small molecule,4.0,PDE1B,Negative modulator,Inhibitor,['DrugBank']
4287,Small molecule,4.0,CA1,Negative modulator,Inhibitor,['DrugBank']
4287,Small molecule,4.0,CACNA1B,Negative modulator,Inhibitor,['DrugBank']
4287,Small molecule,4.0,CACNA1I,Negative modulator,Inhibitor,['DrugBank']
4287,Small molecule,4.0,CACNA2D1,Negative modulator,Blocker,['DrugBank']
4287,Small molecule,4.0,CACNA2D3,Negative modulator,Inhibitor,['DrugBank']
4287,Small molecule,4.0,CACNB1,Negative modulator,Inhibitor,['DrugBank']
4287,Small molecule,4.0,SMPD1,Negative modulator,Inhibitor,['DrugBank']
4288,Small molecule,4.0,GABRA1,Negative modulator,Antagonist,['DrugBank']
4289,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4289,Small molecule,4.0,CALM1,Negative modulator,Inhibitor,['DrugBank']
4289,Small molecule,4.0,CALM2,Negative modulator,Inhibitor,['DrugBank']
4289,Small molecule,4.0,CALM3,Negative modulator,Inhibitor,['DrugBank']
4289,Small molecule,4.0,CALY,Negative modulator,Antagonist,['DrugBank']
4289,Small molecule,4.0,S100A4,Negative modulator,Inhibitor,['DrugBank']
4290,Small molecule,4.0,CYP11B2,Negative modulator,Inhibitor,['DrugBank']
4291,Small molecule,4.0,EPOR,Positive modulator,Stimulator,['DrugBank']
4294,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4294,Small molecule,4.0,ADRA2A,Negative modulator,Antagonist,['DrugBank']
4294,Small molecule,4.0,HTR1A,Negative modulator,Antagonist,['DrugBank']
4294,Small molecule,4.0,KCNH2,Negative modulator,Antagonist,['DrugBank']
4294,Small molecule,4.0,SLC6A3,Negative modulator,Inhibitor,['DrugBank']
4295,Small molecule,4.0,ADRB2,Positive modulator,Partial agonist,['DrugBank']
4296,Small molecule,4.0,CHRNA2,Negative modulator,Antagonist,['DrugBank']
4296,Small molecule,4.0,CHRNA3,Negative modulator,Antagonist,['DrugBank']
4296,Small molecule,4.0,CHRNA4,Negative modulator,Antagonist,['DrugBank']
4296,Small molecule,4.0,CHRNA7,Negative modulator,Antagonist,['DrugBank']
4296,Small molecule,4.0,CHRNB2,Negative modulator,Antagonist,['DrugBank']
4296,Small molecule,4.0,CHRNB4,Negative modulator,Antagonist,['DrugBank']
4296,Small molecule,4.0,CYBB,Negative modulator,Inhibitor,['DrugBank']
4296,Small molecule,4.0,CYP19A1,Negative modulator,Inhibitor,['DrugBank']
4296,Small molecule,4.0,GRIN3A,Negative modulator,Antagonist,['DrugBank']
4296,Small molecule,4.0,OPRD1,Positive modulator,Agonist,['DrugBank']
4296,Small molecule,4.0,OPRK1,Positive modulator,Agonist,['DrugBank']
4296,Small molecule,4.0,OPRM1,Positive modulator,Agonist,['DrugBank']
4296,Small molecule,4.0,PGRMC1,Other,Binding agent,['DrugBank']
4296,Small molecule,4.0,SLC6A2,Negative modulator,Inhibitor,['DrugBank']
4296,Small molecule,4.0,SLC6A4,Negative modulator,Inhibitor,['DrugBank']
4298,Small molecule,3.0,F2,Negative modulator,Inhibitor,['DrugBank']
4298,Small molecule,3.0,FSHR,Negative modulator,Antagonist,['DrugBank']
4298,Small molecule,3.0,HPSE,Negative modulator,Inhibitor,['DrugBank']
4298,Small molecule,3.0,P2RY2,Negative modulator,Antagonist,['DrugBank']
4298,Small molecule,3.0,PLA2G2A,Negative modulator,Inhibitor,['DrugBank']
4298,Small molecule,3.0,RYR1,Positive modulator,Agonist,['DrugBank']
4298,Small molecule,3.0,SIRT5,Negative modulator,Inhibitor,['DrugBank']
4299,Small molecule,4.0,HDAC2,Negative modulator,Inhibitor,['DrugBank']
4300,Small molecule,4.0,GABRA2,Positive modulator,Agonist,['DrugBank']
4300,Small molecule,4.0,GABRA3,Positive modulator,Agonist,['DrugBank']
4300,Small molecule,4.0,GABRG3,Other,Modulator,['DrugBank']
4301,Small molecule,4.0,CHRM1,Positive modulator,Agonist,['DrugBank']
4301,Small molecule,4.0,CHRM4,Positive modulator,Agonist,['DrugBank']
4301,Small molecule,4.0,CHRM5,Positive modulator,Agonist,['DrugBank']
4302,Small molecule,4.0,DDAH1,Negative modulator,Inhibitor,['DrugBank']
4305,Small molecule,4.0,OPRK1,Positive modulator,Agonist,['DrugBank']
4305,Small molecule,4.0,OPRM1,Negative modulator,Antagonist,['DrugBank']
4305,Small molecule,4.0,SIGMAR1,Positive modulator,Agonist,['DrugBank']
4306,Small molecule,4.0,DRD2,Negative modulator,Antagonist,['DrugBank']
4307,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4307,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
4307,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
4309,Small molecule,4.0,GLP1R,Positive modulator,Agonist,['DrugBank']
4310,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4310,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
4310,Small molecule,4.0,CHRM5,Negative modulator,Antagonist,['DrugBank']
4311,Small molecule,4.0,SLC6A4,Negative modulator,Inhibitor,['DrugBank']
4315,Small molecule,4.0,ADRB1,Positive modulator,Agonist,['DrugBank']
4315,Small molecule,4.0,ADRB2,Positive modulator,Agonist,['DrugBank']
4315,Small molecule,4.0,DRD1,Positive modulator,Partial agonist,['DrugBank']
4316,Small molecule,4.0,NOS3,Other,Cofactor,['DrugBank']
4316,Small molecule,4.0,TH,Other,Cofactor,['DrugBank']
4316,Small molecule,4.0,TPH1,Other,Cofactor,['DrugBank']
4317,Small molecule,4.0,GRIN1,Negative modulator,Inhibitor,['DrugBank']
4320,Small molecule,4.0,BCHE,Negative modulator,Inhibitor,['DrugBank']
4323,Small molecule,4.0,TAAR1,Positive modulator,Agonist,['DrugBank']
4325,Small molecule,4.0,BCHE,Negative modulator,Inhibitor,['DrugBank']
4325,Small molecule,4.0,CHRM1,Other,Binding agent,['DrugBank']
4325,Small molecule,4.0,CHRNA7,Negative modulator,Antagonist,['DrugBank']
4325,Small molecule,4.0,DRD2,Positive modulator,Agonist,['DrugBank']
4325,Small molecule,4.0,HTR1A,Negative modulator,Antagonist,['DrugBank']
4325,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['DrugBank']
4325,Small molecule,4.0,HTR3A,Positive modulator,Potentiator,['DrugBank']
4325,Small molecule,4.0,NOS1,Negative modulator,Inhibitor,['DrugBank']
4325,Small molecule,4.0,OPRD1,Other,Binding agent,['DrugBank']
4325,Small molecule,4.0,OPRK1,Positive modulator,Agonist,['DrugBank']
4325,Small molecule,4.0,OPRM1,Other,Binding agent,['DrugBank']
4325,Small molecule,4.0,SLC6A2,Negative modulator,Inhibitor,['DrugBank']
4325,Small molecule,4.0,TACR1,Negative modulator,Antagonist,['DrugBank']
4326,Small molecule,4.0,HRH2,Negative modulator,Antagonist,['DrugBank']
4326,Small molecule,4.0,HTR2A,Negative modulator,Antagonist,['DrugBank']
4326,Small molecule,4.0,HTR7,Negative modulator,Antagonist,['DrugBank']
4327,Small molecule,4.0,ADRA1A,Negative modulator,Inhibitor,['DrugBank']
4327,Small molecule,4.0,ADRA1B,Negative modulator,Inhibitor,['DrugBank']
4327,Small molecule,4.0,ADRA1D,Negative modulator,Inhibitor,['DrugBank']
4327,Small molecule,4.0,ADRA2A,Negative modulator,Antagonist,['DrugBank']
4327,Small molecule,4.0,ADRA2B,Negative modulator,Antagonist,['DrugBank']
4327,Small molecule,4.0,ADRA2C,Negative modulator,Antagonist,['DrugBank']
4327,Small molecule,4.0,DRD5,Positive modulator,Agonist,['DrugBank']
4334,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank' 'GTP']
4334,Small molecule,4.0,ADRA1B,Negative modulator,Antagonist,['DrugBank' 'GTP']
4334,Small molecule,4.0,ADRA1D,Negative modulator,Antagonist,['DrugBank' 'GTP']
4335,Small molecule,4.0,ADRB1,Positive modulator,Agonist,['DrugBank']
4336,Small molecule,4.0,CYP11B1,Negative modulator,Inhibitor,['DrugBank']
4338,Small molecule,4.0,BCL2,Positive modulator,Activator,['DrugBank']
4339,Small molecule,4.0,CHRNA3,Negative modulator,Antagonist,['DrugBank']
4339,Small molecule,4.0,HTR3A,Negative modulator,Negative modulator,['DrugBank']
4339,Small molecule,4.0,SLC6A4,Negative modulator,Inhibitor,['DrugBank']
4340,Small molecule,4.0,ADRA1B,Negative modulator,Antagonist,['DrugBank']
4340,Small molecule,4.0,ADRB2,Negative modulator,Antagonist,['DrugBank']
4340,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4340,Small molecule,4.0,CHRM2,Negative modulator,Antagonist,['DrugBank']
4340,Small molecule,4.0,CHRM3,Negative modulator,Antagonist,['DrugBank']
4340,Small molecule,4.0,CHRM4,Negative modulator,Antagonist,['DrugBank']
4340,Small molecule,4.0,HRH1,Negative modulator,Antagonist,['DrugBank']
4340,Small molecule,4.0,HRH2,Negative modulator,Antagonist,['DrugBank']
4340,Small molecule,4.0,HTR2B,Negative modulator,Antagonist,['DrugBank']
4340,Small molecule,4.0,HTR2C,Positive modulator,Agonist,['DrugBank']
4340,Small molecule,4.0,MAOA,Negative modulator,Inhibitor,['DrugBank']
4340,Small molecule,4.0,MAOB,Negative modulator,Inhibitor,['DrugBank']
4345,Small molecule,4.0,GABBR1,Negative modulator,Inhibitor,['DrugBank']
4345,Small molecule,4.0,GRM5,Negative modulator,Antagonist,['DrugBank']
4346,Small molecule,4.0,ADRA1A,Negative modulator,Antagonist,['DrugBank']
4346,Small molecule,4.0,CHRM1,Negative modulator,Antagonist,['DrugBank']
4346,Small molecule,4.0,CHRM5,Other,Binding agent,['DrugBank']
4346,Small molecule,4.0,HRH1,Negative modulator,Antagonist,['DrugBank']
4346,Small molecule,4.0,HTR2C,Negative modulator,Antagonist,['DrugBank']
4347,Small molecule,4.0,OPRM1,Negative modulator,Antagonist,['DrugBank']
4348,Small molecule,4.0,HRH2,Negative modulator,Inhibitor,['DrugBank']
4348,Small molecule,4.0,LTC4S,Negative modulator,Inhibitor,['DrugBank']
